gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
ITGA5,1.83744E-13,0.514915412,0.302,0.286,5.46934E-09,0
ANKAR,1.85085E-13,0.572199411,0.25,0.225,5.50923E-09,0
ITFG2,1.96071E-13,0.577741039,0.323,0.311,5.83626E-09,0
SMARCD1,1.99061E-13,0.470595979,0.327,0.321,5.92525E-09,0
CEP57,2.30223E-13,0.286995194,0.525,0.53,6.85282E-09,0
ELP1,2.5557E-13,0.567742193,0.26,0.241,7.60731E-09,0
RRP1B,3.00464E-13,0.41040238,0.43,0.426,8.94362E-09,0
MRPS9,3.57336E-13,0.516155023,0.336,0.328,1.06365E-08,0
DGLUCY,4.37955E-13,0.312101037,0.538,0.555,1.30362E-08,0
MAT2B,4.63237E-13,0.366387691,0.462,0.479,1.37887E-08,0
TAF7,5.23134E-13,0.287739404,0.523,0.536,1.55716E-08,0
NCOA6,5.64802E-13,0.330198627,0.51,0.534,1.68119E-08,0
TNIP1,6.70726E-13,0.309137931,0.499,0.517,1.99648E-08,0
KMT2D,7.95641E-13,0.420008743,0.363,0.356,2.3683E-08,0
PTS,9.4184E-13,0.512756131,0.409,0.419,2.80348E-08,0
NNT,1.03463E-12,0.381390001,0.457,0.465,3.07969E-08,0
IL27RA,1.13106E-12,0.468265122,0.416,0.422,3.36673E-08,0
NPIPB5,1.14047E-12,0.465293137,0.33,0.321,3.39471E-08,0
TMEM245,1.18717E-12,0.296399106,0.497,0.503,3.53373E-08,0
DDB1,1.2427E-12,0.439454392,0.402,0.404,3.69901E-08,0
LMBR1,1.3938E-12,0.250751655,0.562,0.582,4.1488E-08,0
PPP1R7,1.45892E-12,0.370611827,0.466,0.475,4.34262E-08,0
REV3L,1.5063E-12,0.347971779,0.561,0.581,4.48366E-08,0
CEP104,1.63299E-12,0.541723523,0.302,0.291,4.86074E-08,0
ANKDD1A,1.64781E-12,0.540524688,0.264,0.247,4.90486E-08,0
TMEM161B-AS1,1.75056E-12,0.476125385,0.309,0.294,5.21072E-08,0
TYW1,1.9772E-12,0.37462741,0.478,0.491,5.88534E-08,0
MCCC2,1.97845E-12,0.471505373,0.328,0.319,5.88906E-08,0
UNKL,2.06259E-12,0.445032173,0.293,0.277,6.13952E-08,0
CAAP1,2.10563E-12,0.440578158,0.379,0.376,6.26763E-08,0
MAP7D1,2.38397E-12,0.376375679,0.469,0.484,7.09613E-08,0
TRAF6,2.3935E-12,0.523307691,0.307,0.297,7.12449E-08,0
ZNF33B,2.52473E-12,0.420037568,0.336,0.321,7.51512E-08,0
ERLEC1,2.56652E-12,0.409369591,0.386,0.391,7.63952E-08,0
NUP88,2.66344E-12,0.365428794,0.438,0.439,7.92798E-08,0
CDK7,3.19355E-12,0.569524566,0.271,0.256,9.50593E-08,0
ZDHHC24,3.36195E-12,0.580812348,0.286,0.276,1.00072E-07,0
NEK1,3.47334E-12,0.414638269,0.391,0.387,1.03387E-07,0
ADNP,3.5019E-12,0.285321017,0.559,0.584,1.04237E-07,0
WIPI2,3.50708E-12,0.364422976,0.469,0.489,1.04392E-07,0
SLC33A1,3.8005E-12,0.50468672,0.321,0.313,1.13126E-07,0
DHX8,3.89253E-12,0.419023339,0.431,0.442,1.15865E-07,0
PRKD2,3.89397E-12,0.290108296,0.436,0.432,1.15908E-07,0
TTLL3,4.64514E-12,0.469886899,0.307,0.295,1.38267E-07,0
SUPT5H,4.66504E-12,0.327199847,0.497,0.516,1.3886E-07,0
MED1,4.90829E-12,0.450729211,0.369,0.369,1.461E-07,0
AKAP11,5.08148E-12,0.456732876,0.363,0.363,1.51255E-07,0
BAX,5.09096E-12,0.288901632,0.563,0.581,1.51537E-07,0
MAP2K4,5.45783E-12,0.323040979,0.538,0.565,1.62458E-07,0
SIRT7,5.4836E-12,0.450413021,0.39,0.394,1.63225E-07,0
SF3A1,6.37524E-12,0.47119291,0.377,0.383,1.89765E-07,0
KATNAL1,6.58644E-12,0.394444685,0.276,0.252,1.96052E-07,0
ELK3,8.0014E-12,0.290337038,0.459,0.468,2.3817E-07,0
CWF19L1,8.8761E-12,0.389471081,0.415,0.423,2.64206E-07,0
PRKRIP1,9.79603E-12,0.359913033,0.488,0.51,2.91589E-07,0
VPS51,1.01738E-11,0.405039912,0.466,0.485,3.02833E-07,0
EIF4EBP2,1.16105E-11,0.275986782,0.492,0.507,3.45597E-07,0
NSUN3,1.21136E-11,0.453985156,0.38,0.38,3.60574E-07,0
ARL17A,1.36911E-11,0.306760447,0.208,0.259,4.0753E-07,0
SECISBP2,1.39166E-11,0.257611557,0.591,0.626,4.14242E-07,0
VHL,1.49084E-11,0.405835336,0.386,0.393,4.43763E-07,0
KLC1,1.49976E-11,0.269526565,0.547,0.575,4.46418E-07,0
COQ10B,1.59346E-11,0.395873101,0.443,0.46,4.74309E-07,0
MPRIP,2.08298E-11,0.38320528,0.41,0.407,6.2002E-07,0
SNX14,2.4867E-11,0.301962431,0.542,0.564,7.4019E-07,0
RNF126,2.64009E-11,0.386432073,0.413,0.416,7.85849E-07,0
PROSER1,2.71351E-11,0.529298337,0.292,0.282,8.07703E-07,0
MED10,2.91713E-11,0.44466734,0.448,0.465,8.68314E-07,0
SLC9A8,3.08969E-11,0.314484587,0.477,0.487,9.19676E-07,0
CEP164,3.09761E-11,0.541076291,0.298,0.291,9.22033E-07,0
LEMD2,3.29314E-11,0.554439507,0.29,0.281,9.80238E-07,0
PPP1R12B,3.39785E-11,0.35356722,0.484,0.493,1.0114E-06,0
NOC2L,4.05351E-11,0.269467025,0.204,0.256,1.20657E-06,0
MED4,4.35695E-11,0.272438439,0.553,0.586,1.29689E-06,0
ERI1,4.99735E-11,0.314694885,0.369,0.353,1.48751E-06,0
BRAP,5.10866E-11,0.486904609,0.329,0.326,1.52064E-06,0
CRNKL1,5.24298E-11,0.498625022,0.338,0.339,1.56062E-06,0
HERPUD1,5.2803E-11,0.488296099,0.445,0.457,1.57173E-06,0
SSH1,5.93621E-11,0.328206919,0.351,0.343,1.76697E-06,0
IARS,6.73236E-11,0.371845641,0.396,0.386,2.00395E-06,0
INSIG1,7.18151E-11,0.326692583,0.274,0.262,2.13765E-06,0
DCP1A,7.25433E-11,0.341638417,0.514,0.541,2.15932E-06,0
PRPF8,8.10176E-11,0.331639352,0.506,0.529,2.41157E-06,0
AC009093.2,8.12125E-11,0.353722048,0.406,0.398,2.41737E-06,0
AP000331.1,8.31672E-11,0.642173756,0.257,0.242,2.47556E-06,0
CWF19L2,8.90732E-11,0.357589079,0.506,0.521,2.65135E-06,0
RAD17,1.10011E-10,0.558167876,0.262,0.251,3.27459E-06,0
FASTKD2,1.14706E-10,0.273404205,0.218,0.273,3.41434E-06,0
KAT7,1.22948E-10,0.377074752,0.408,0.418,3.65966E-06,0
ISY1,1.34761E-10,0.363320734,0.441,0.456,4.01131E-06,0
KIAA0586,1.46556E-10,0.455234019,0.346,0.34,4.36237E-06,0
TPGS1,1.50039E-10,0.530636184,0.305,0.303,4.46606E-06,0
WDR61,1.61477E-10,0.252061139,0.213,0.267,4.80652E-06,0
STARD7,1.63761E-10,0.340044653,0.464,0.48,4.87451E-06,0
TWISTNB,1.71151E-10,0.254182885,0.229,0.284,5.09449E-06,0
KPNA6,1.91475E-10,0.293668437,0.524,0.551,5.69944E-06,0
KPNA3,1.94629E-10,0.281198728,0.561,0.58,5.79334E-06,0
TCHP,2.08433E-10,0.342909681,0.465,0.481,6.20422E-06,0
TSC1,2.41762E-10,0.481710405,0.261,0.246,7.1963E-06,0
REEP5,2.68934E-10,0.263815714,0.567,0.585,8.0051E-06,0
MON1B,2.79443E-10,0.3774164,0.344,0.34,8.31791E-06,0
RBBP5,3.05717E-10,0.542738326,0.289,0.283,9.09997E-06,0
CCNT1,3.12989E-10,0.437199841,0.383,0.387,9.31642E-06,0
ARHGAP4,3.14906E-10,0.34062767,0.519,0.548,9.3735E-06,0
MBTPS1,3.1979E-10,0.376461342,0.433,0.45,9.51886E-06,0
BUB3,3.48327E-10,0.300412941,0.488,0.487,1.03683E-05,0
DHX29,3.6666E-10,0.378799835,0.431,0.445,1.0914E-05,0
PRPF31,3.83815E-10,0.328497637,0.243,0.302,1.14246E-05,0
LEO1,3.94884E-10,0.472831646,0.339,0.336,1.17541E-05,0
CYREN,4.06771E-10,0.575708009,0.299,0.294,1.21079E-05,0
GPS2,4.40466E-10,0.275058692,0.489,0.504,1.31109E-05,0
AC079781.5,4.51598E-10,0.397231205,0.403,0.404,1.34423E-05,0
LIMD1,4.52787E-10,0.458904761,0.382,0.387,1.34776E-05,0
COG7,4.54813E-10,0.468552105,0.26,0.247,1.3538E-05,0
CREBZF,4.78631E-10,0.439287369,0.353,0.355,1.42469E-05,0
ATP6V1D,4.92238E-10,0.297496247,0.472,0.496,1.46519E-05,0
WWC3,4.93693E-10,0.2860378,0.297,0.282,1.46953E-05,0
URM1,5.19007E-10,0.406091933,0.412,0.422,1.54488E-05,0
NDUFS2,6.21071E-10,0.337956237,0.455,0.475,1.84868E-05,0
AKAP17A,6.51461E-10,0.412932936,0.388,0.397,1.93914E-05,0
XPC,8.34525E-10,0.387982192,0.426,0.439,2.48405E-05,0
NGDN,8.755E-10,0.28399854,0.232,0.287,2.60601E-05,0
RAD54L2,8.85367E-10,0.393985326,0.345,0.342,2.63538E-05,0
QRICH1,8.98917E-10,0.290306632,0.496,0.515,2.67572E-05,0
GOLT1B,9.15104E-10,0.417350694,0.393,0.403,2.7239E-05,0
AC245297.3,9.73526E-10,0.310674898,0.404,0.405,2.8978E-05,0
SRRT,1.05776E-09,0.477621009,0.38,0.382,3.14853E-05,0
CNOT8,1.07852E-09,0.334535031,0.477,0.501,3.21032E-05,0
NFATC2IP,1.12467E-09,0.283527543,0.484,0.499,3.3477E-05,0
B3GAT3,1.15282E-09,0.254871443,0.241,0.295,3.43147E-05,0
CRADD,1.34803E-09,0.387304369,0.315,0.3,4.01254E-05,0
CDIPT,1.3625E-09,0.253633808,0.214,0.265,4.0556E-05,0
VEZF1,1.50451E-09,0.423523611,0.363,0.371,4.47833E-05,0
PPP2R2D,1.94181E-09,0.31006348,0.516,0.545,5.78E-05,0
HDAC8,2.11911E-09,0.345494999,0.489,0.498,6.30773E-05,0
RBM19,2.22526E-09,0.555289425,0.276,0.27,6.62371E-05,0
LMBR1L,2.3068E-09,0.506685405,0.263,0.25,6.86643E-05,0
OTUD5,2.4789E-09,0.361545303,0.366,0.371,7.37869E-05,0
GRSF1,2.5407E-09,0.374886139,0.44,0.459,7.56265E-05,0
MAP3K4,2.66303E-09,0.38142128,0.434,0.447,7.92678E-05,0
PLAAT3,2.69521E-09,0.475045512,0.253,0.241,8.02257E-05,0
ECD,3.55667E-09,0.350505308,0.424,0.438,0.000105868,0
EIPR1,3.64572E-09,0.413882026,0.374,0.376,0.000108519,0
ASB8,3.65758E-09,0.350584198,0.342,0.347,0.000108871,0
PRKAA1,4.01084E-09,0.396121748,0.406,0.416,0.000119387,0
MFSD10,4.13304E-09,0.642283682,0.329,0.335,0.000123024,0
GGA1,4.14008E-09,0.313866469,0.257,0.315,0.000123234,0
TRIM37,4.8211E-09,0.409919843,0.359,0.356,0.000143505,0
CPLANE1,4.87445E-09,0.416774519,0.297,0.284,0.000145093,0
AC006059.1,4.9862E-09,0.590535378,0.266,0.257,0.000148419,0
CCNT2,5.46027E-09,0.286224534,0.497,0.523,0.00016253,0
PCMTD2,5.58493E-09,0.464348666,0.275,0.263,0.000166241,0
UBA5,6.13539E-09,0.566186037,0.262,0.255,0.000182626,0
GDAP2,6.47295E-09,0.400457564,0.371,0.375,0.000192674,0
PSMD5,6.51201E-09,0.437878549,0.383,0.391,0.000193836,0
GCLC,7.80379E-09,0.564792334,0.253,0.243,0.000232288,0
ZNF75D,7.88077E-09,0.463640385,0.264,0.251,0.000234579,0
ASPSCR1,8.8501E-09,0.267657002,0.208,0.256,0.000263432,0
G3BP1,9.63981E-09,0.273656904,0.533,0.548,0.000286939,0
CDK2AP2,1.2031E-08,0.315932619,0.395,0.396,0.000358115,0
EXOSC10,1.21913E-08,0.448643362,0.333,0.335,0.000362887,0
TMEM184C,1.22924E-08,0.511739716,0.271,0.264,0.000365895,0
MFSD8,1.24959E-08,0.483621668,0.295,0.288,0.000371953,0
LSG1,1.25283E-08,0.496306463,0.329,0.331,0.000372917,0
PRKAG1,1.25478E-08,0.484684998,0.353,0.361,0.000373498,0
TTC33,1.34627E-08,0.390593782,0.284,0.275,0.000400729,0
IRF9,1.40928E-08,0.33525691,0.514,0.545,0.000419487,0
DCAF11,1.48737E-08,0.413175924,0.354,0.36,0.000442731,0
YY1AP1,1.77645E-08,0.286975498,0.481,0.507,0.000528779,0
PSMF1,1.83421E-08,0.274771283,0.52,0.548,0.000545972,0
TMEM62,1.85711E-08,0.39444285,0.343,0.342,0.000552787,0
SBNO1,1.94307E-08,0.301899578,0.507,0.536,0.000578375,0
UBLCP1,1.97908E-08,0.451239181,0.339,0.342,0.000589094,0
RPRD2,1.98647E-08,0.261620141,0.534,0.559,0.000591293,0
GALK2,2.09012E-08,0.419741947,0.401,0.411,0.000622146,0
DPP9,2.15352E-08,0.383707088,0.359,0.363,0.000641017,0
TMEM43,2.2762E-08,0.438641937,0.3,0.296,0.000677532,0
GLYR1,2.27807E-08,0.257431836,0.521,0.555,0.000678092,0
LDAH,2.28579E-08,0.505917016,0.281,0.269,0.000680388,0
IWS1,2.9611E-08,0.31059713,0.503,0.533,0.000881401,0
YEATS2,2.99178E-08,0.265061145,0.47,0.482,0.000890532,0
TBCK,3.01494E-08,0.325684378,0.502,0.528,0.000897428,0
PRPF39,3.24231E-08,0.502908756,0.32,0.318,0.000965106,0
SUDS3,3.27684E-08,0.326980716,0.396,0.408,0.000975384,0
CASP7,3.47074E-08,0.454048154,0.332,0.336,0.0010331,0
ZKSCAN1,3.54632E-08,0.389026051,0.399,0.412,0.001055597,0
NPHP3,3.59986E-08,0.472332625,0.268,0.258,0.001071535,0
SAFB2,3.73022E-08,0.309494735,0.466,0.489,0.001110337,0
PI4K2B,3.93084E-08,0.330036549,0.447,0.455,0.001170052,0
ZNF430,4.06163E-08,0.37879568,0.403,0.416,0.001208984,0
METTL15,4.53662E-08,0.374602183,0.437,0.445,0.00135037,0
AP5Z1,4.60467E-08,0.497421877,0.312,0.313,0.001370628,0
PUF60,4.97766E-08,0.286137689,0.326,0.389,0.00148165,0
UBTF,5.681E-08,0.287421722,0.457,0.464,0.001691006,0
WDTC1,5.76986E-08,0.34903353,0.282,0.272,0.001717457,0
API5,5.84964E-08,0.357262204,0.434,0.453,0.001741203,0
MTMR9,5.96973E-08,0.455317766,0.317,0.316,0.001776949,0
MOGS,6.01825E-08,0.522519045,0.294,0.293,0.001791392,0
RNF220,6.28112E-08,0.501951943,0.276,0.276,0.001869639,0
CMTR1,6.47007E-08,0.417682024,0.332,0.332,0.001925882,0
FAM102B,6.75E-08,0.405648642,0.341,0.337,0.002009205,0
DCTN1,7.01657E-08,0.539637261,0.292,0.289,0.002088553,0
TBC1D23,7.23718E-08,0.289430953,0.454,0.473,0.002154218,0
CCNC,7.99403E-08,0.3537905,0.421,0.439,0.002379502,0
SEC16A,9.00377E-08,0.361436169,0.369,0.376,0.002680064,0
TM2D1,9.21375E-08,0.33889609,0.459,0.486,0.002742566,0
TTC21B,9.24102E-08,0.47531082,0.343,0.347,0.002750682,0
STYX,9.85863E-08,0.44036785,0.302,0.303,0.002934519,0
NUS1,1.07961E-07,0.368080719,0.422,0.438,0.003213569,0
CUL4B,1.08016E-07,0.517961834,0.259,0.254,0.003215206,0
COMMD7,1.14185E-07,0.284997419,0.393,0.408,0.003398834,0
TMEM168,1.24673E-07,0.411626126,0.329,0.328,0.003711009,0
TAF1,1.40154E-07,0.305709313,0.476,0.499,0.004171829,0
MFNG,1.44115E-07,0.297887859,0.391,0.403,0.004289727,0
CREM,1.48449E-07,0.276290312,0.381,0.376,0.004418735,0
ZER1,1.72587E-07,0.376355713,0.273,0.262,0.005137213,0
PHF10,1.74153E-07,0.398152653,0.312,0.311,0.005183834,0
RRP36,1.7674E-07,0.421420372,0.364,0.373,0.005260839,0
TATDN3,1.79594E-07,0.53584573,0.296,0.297,0.005345802,0
TASP1,1.88706E-07,0.486548724,0.334,0.335,0.005617025,0
TCP11L1,1.9077E-07,0.541891962,0.251,0.243,0.005678448,0
COPS2,2.05024E-07,0.267416915,0.481,0.51,0.006102754,0
DDI2,2.06808E-07,0.493592196,0.287,0.284,0.006155849,0
LARS2,2.12292E-07,0.439529289,0.331,0.33,0.006319091,0
SEC22C,2.17631E-07,0.473908378,0.281,0.278,0.006478019,0
NOL10,2.21691E-07,0.317903341,0.461,0.476,0.006598844,0
ANAPC7,2.3684E-07,0.443479555,0.315,0.316,0.007049765,0
PEX26,2.59163E-07,0.451445504,0.325,0.33,0.007714235,0
BBS9,2.59454E-07,0.386162437,0.316,0.305,0.007722902,0
SLC66A3,3.17984E-07,0.28076589,0.228,0.275,0.009465118,0
SEC24C,3.4477E-07,0.350893693,0.359,0.365,0.010262423,0
SNX5,3.88757E-07,0.279416148,0.424,0.436,0.011571741,0
C1orf122,3.97916E-07,0.263601924,0.228,0.275,0.011844374,0
HNRNPUL2,4.02462E-07,0.25089724,0.448,0.464,0.011979697,0
MAGED1,4.34886E-07,0.449012217,0.282,0.269,0.012944815,0
INVS,4.37538E-07,0.352901585,0.441,0.45,0.013023768,0
PMS1,4.45631E-07,0.508154628,0.307,0.305,0.013264645,0
YIPF5,4.93664E-07,0.252529959,0.225,0.272,0.0146944,0
USP38,5.09137E-07,0.424644223,0.304,0.305,0.015154986,0
PPP6C,5.45919E-07,0.265489408,0.503,0.539,0.01624981,0
MAP3K7,6.0006E-07,0.360875137,0.396,0.411,0.017861385,0
HMGN4,6.12137E-07,0.386187215,0.409,0.43,0.018220861,0
CEBPZOS,7.16606E-07,0.39736703,0.353,0.361,0.021330499,0
NFKBIB,7.83743E-07,0.44974722,0.343,0.348,0.023328893,0
AC068724.3,8.11927E-07,0.432697281,0.316,0.317,0.024167823,0
TMCO1,8.22405E-07,0.270443772,0.523,0.554,0.024479721,0
SMARCC2,8.47622E-07,0.335646136,0.408,0.426,0.025230313,0
TFB1M,9.66524E-07,0.261592316,0.213,0.255,0.02876956,0
ABHD18,9.83872E-07,0.292800537,0.467,0.489,0.029285936,0
ARFGAP2,1.00926E-06,0.459835156,0.346,0.36,0.030041572,0
UMAD1,1.03071E-06,0.293509598,0.503,0.526,0.030680225,0
DDX52,1.03104E-06,0.309156526,0.43,0.45,0.030689959,0
SLC30A7,1.04658E-06,0.294632822,0.481,0.505,0.031152617,0
RUFY2,1.05462E-06,0.416265959,0.32,0.321,0.031391782,0
KMT2B,1.10055E-06,0.425993774,0.348,0.36,0.032758852,0
MRPS28,1.34185E-06,0.405417808,0.39,0.404,0.03994157,0
CARS,1.59775E-06,0.345747592,0.394,0.408,0.047558697,0
SEC24D,1.84684E-06,0.340428915,0.396,0.41,0.054972975,0
MRFAP1,1.85321E-06,0.287290625,0.464,0.496,0.055162767,0
RPAIN,1.93457E-06,0.262295991,0.284,0.341,0.057584479,0
SNX18,1.94142E-06,0.344968894,0.316,0.319,0.057788416,0
TMEM35B,1.98589E-06,0.34257814,0.217,0.26,0.059112094,0
GPALPP1,2.13838E-06,0.496378811,0.291,0.292,0.063651145,0
ZMYM5,2.21582E-06,0.393786836,0.376,0.385,0.065955979,0
ASXL2,2.34618E-06,0.252717492,0.546,0.583,0.069836451,0
RBM28,2.3687E-06,0.459214782,0.316,0.321,0.070506854,0
SLC38A9,2.62066E-06,0.363125642,0.382,0.389,0.078006446,0
COPS4,2.66032E-06,0.452336839,0.357,0.373,0.079186985,0
NUBP2,2.68725E-06,0.314470907,0.217,0.262,0.079988589,0
SPAG1,2.80763E-06,0.414780621,0.256,0.246,0.08357206,0
TOX4,3.02234E-06,0.261928752,0.478,0.513,0.089963072,0
TMEM242,3.24655E-06,0.467072034,0.307,0.313,0.096636935,0
TMUB1,3.43415E-06,0.263698636,0.232,0.279,0.10222076,0
CYB561D2,3.48657E-06,0.565438911,0.308,0.317,0.103781303,0
GMFB,3.61466E-06,0.261871095,0.229,0.274,0.107593863,0
DPF2,3.68884E-06,0.475722377,0.307,0.312,0.109801893,0
HCFC2,3.7786E-06,0.475158351,0.254,0.248,0.112473811,0
LNPK,3.82779E-06,0.415398517,0.311,0.312,0.113937957,0
NARF,3.83369E-06,0.3157153,0.39,0.403,0.114113648,0
CNPPD1,4.02281E-06,0.276499339,0.212,0.254,0.119743049,0
TAF11,4.71609E-06,0.347443511,0.406,0.426,0.140379071,0
NOB1,4.73795E-06,0.272863143,0.22,0.264,0.141029687,0
PRKAR2A,4.98295E-06,0.31409328,0.457,0.483,0.14832262,0
SUCLA2,5.05814E-06,0.379831326,0.421,0.439,0.150560458,0
FAS,5.0809E-06,0.34723129,0.347,0.352,0.151238218,0
NMRAL1,5.3038E-06,0.578078434,0.285,0.289,0.157872973,0
METTL16,5.89709E-06,0.364070273,0.418,0.437,0.17553275,0
MR1,6.83784E-06,0.418415809,0.335,0.343,0.20353528,0
BRD9,7.44296E-06,0.432381059,0.404,0.428,0.221547216,0
INKA2,7.9675E-06,0.421221706,0.254,0.248,0.237160739,0
RABEP2,8.05228E-06,0.500298238,0.255,0.251,0.239684082,0
PCF11,8.07947E-06,0.269041235,0.502,0.534,0.240493569,0
CHORDC1,8.79761E-06,0.308415662,0.403,0.413,0.261869713,0
ELMO2,9.20253E-06,0.307292394,0.321,0.323,0.273922498,0
PCBP1-AS1,1.02741E-05,0.334324098,0.346,0.351,0.305817787,0
USP42,1.07633E-05,0.334953625,0.405,0.424,0.320381022,0
PDSS2,1.13183E-05,0.264158518,0.504,0.53,0.336899518,0
MMADHC,1.15699E-05,0.302219678,0.424,0.444,0.344390966,0
LTN1,1.18836E-05,0.310777442,0.407,0.426,0.353726698,0
ZNF708,1.23005E-05,0.341622627,0.39,0.402,0.366135991,0
RCN2,1.24864E-05,0.464501493,0.328,0.334,0.37167106,0
ITPRIP,1.37966E-05,0.275308376,0.282,0.331,0.410668545,0
AP3D1,1.39833E-05,0.276030414,0.421,0.445,0.416226342,0
L3MBTL3,1.41417E-05,0.372860466,0.375,0.386,0.420940607,0
SLC2A13,1.5519E-05,0.256729192,0.239,0.278,0.461937824,0
AC139887.2,1.65084E-05,0.392402439,0.281,0.278,0.491389429,0
RAB35,1.71409E-05,0.397102455,0.382,0.401,0.5102154,0
GTF2E2,1.71449E-05,0.30448788,0.456,0.481,0.5103353,0
SF3B3,1.7257E-05,0.397896932,0.354,0.363,0.513673225,0
PSMB7,1.74087E-05,0.257330516,0.557,0.591,0.518188269,0
NR1D2,1.84318E-05,0.416920073,0.314,0.314,0.548639563,0
EBP,1.8677E-05,0.40662678,0.324,0.315,0.555939513,0
ARHGAP1,2.09552E-05,0.418548048,0.341,0.354,0.62375311,0
WDR36,2.12346E-05,0.258081938,0.246,0.291,0.63206947,0
EXT2,2.14089E-05,0.437847553,0.296,0.298,0.637258255,0
KRT10,2.25969E-05,0.259958283,0.444,0.459,0.672618224,0
FOXK1,2.45946E-05,0.272546478,0.445,0.47,0.732084248,0
CAPN7,2.46443E-05,0.326719084,0.463,0.496,0.733562146,0
PEX2,3.20311E-05,0.430508246,0.324,0.336,0.953436916,0
UNC50,3.2123E-05,0.286383664,0.21,0.25,0.956174567,0
NRBP1,4.00068E-05,0.284638284,0.45,0.479,1,0
EPRS,4.05855E-05,0.339643978,0.441,0.466,1,0
ZNF326,4.16162E-05,0.284254974,0.462,0.491,1,0
EED,4.27991E-05,0.423467874,0.31,0.315,1,0
SLC35D1,4.58467E-05,0.444415973,0.257,0.252,1,0
NBEAL2,4.63944E-05,0.251830757,0.406,0.417,1,0
LRIG2,5.14619E-05,0.442359916,0.26,0.259,1,0
SMARCAL1,5.23477E-05,0.261864171,0.214,0.25,1,0
TRAF1,5.43155E-05,0.343573827,0.255,0.247,1,0
TSSC4,5.46295E-05,0.323642855,0.25,0.299,1,0
SETD1B,5.57229E-05,0.496474028,0.267,0.268,1,0
NUP133,5.79692E-05,0.427624579,0.322,0.332,1,0
NDRG3,6.64709E-05,0.337080275,0.286,0.286,1,0
FARS2,6.85973E-05,0.292595023,0.484,0.508,1,0
TYW3,6.89699E-05,0.252793811,0.252,0.296,1,0
DNPEP,6.90566E-05,0.389229196,0.245,0.289,1,0
SPTLC1,7.09329E-05,0.309026235,0.445,0.479,1,0
SUGP1,7.31019E-05,0.49258249,0.25,0.25,1,0
CDC16,7.63806E-05,0.401062714,0.337,0.353,1,0
VPS50,7.90877E-05,0.362807866,0.382,0.398,1,0
TM7SF3,7.97254E-05,0.35203927,0.356,0.369,1,0
DDX23,7.9926E-05,0.408679817,0.338,0.353,1,0
RNASEH1,9.0218E-05,0.421346332,0.332,0.343,1,0
RNF44,9.13901E-05,0.437455302,0.301,0.306,1,0
MED21,9.53204E-05,0.4359141,0.308,0.318,1,0
PRORP,9.5477E-05,0.283128098,0.476,0.502,1,0
YTHDC2,9.6545E-05,0.296052945,0.465,0.497,1,0
LRPPRC,9.76641E-05,0.258186414,0.49,0.512,1,0
CCDC174,0.00010153,0.44009513,0.311,0.319,1,0
ALG6,0.000104878,0.408677578,0.265,0.263,1,0
BTBD7,0.000108062,0.339417328,0.456,0.487,1,0
TTL,0.000146408,0.301354047,0.219,0.256,1,0
SZT2,0.000147296,0.404326683,0.261,0.26,1,0
RNF6,0.000154247,0.397162241,0.294,0.303,1,0
GFM1,0.000164438,0.482446898,0.321,0.335,1,0
CRY1,0.000166717,0.25018017,0.244,0.28,1,0
GXYLT1,0.000167662,0.387002162,0.295,0.299,1,0
ETFDH,0.000175295,0.500610844,0.271,0.276,1,0
TMEM267,0.000186956,0.568948195,0.25,0.25,1,0
ITPA,0.000197617,0.337226047,0.301,0.357,1,0
GMEB2,0.000197803,0.408206484,0.284,0.289,1,0
IKZF5,0.000211492,0.356360931,0.292,0.297,1,0
EML2,0.000214662,0.445011355,0.254,0.254,1,0
RNF139,0.000217054,0.465867402,0.287,0.294,1,0
PEX16,0.000230608,0.583841881,0.267,0.275,1,0
COMMD2,0.000239322,0.450475567,0.316,0.331,1,0
NISCH,0.00024255,0.524903363,0.261,0.263,1,0
POM121C,0.000246033,0.362395474,0.356,0.375,1,0
KANSL2,0.000271406,0.459541739,0.327,0.337,1,0
CLPTM1L,0.000289104,0.356415875,0.371,0.393,1,0
AC053513.1,0.000289228,0.427378555,0.315,0.321,1,0
CPNE3,0.000296951,0.278624114,0.408,0.435,1,0
HMG20A,0.000299195,0.497643515,0.253,0.254,1,0
ZNF277,0.000307114,0.358486963,0.416,0.442,1,0
GPATCH11,0.000337161,0.491157806,0.252,0.254,1,0
FUBP3,0.00033838,0.402701339,0.326,0.342,1,0
GARS,0.000355787,0.311355625,0.381,0.396,1,0
GRIPAP1,0.000406185,0.270874686,0.42,0.447,1,0
SCAMP3,0.000413211,0.593128593,0.267,0.274,1,0
BCKDHA,0.000430144,0.271706776,0.221,0.26,1,0
ABT1,0.000441172,0.403244941,0.243,0.286,1,0
CRELD2,0.000449021,0.506683778,0.273,0.277,1,0
MFSD11,0.00045176,0.365284366,0.304,0.31,1,0
STARD3,0.000478371,0.507826418,0.272,0.279,1,0
SRP68,0.000480326,0.297538825,0.242,0.284,1,0
CUTC,0.000490233,0.254190821,0.275,0.322,1,0
SLC25A16,0.000509116,0.385330173,0.311,0.323,1,0
NMT1,0.00051503,0.29625931,0.491,0.533,1,0
TSR3,0.000522559,0.269712795,0.282,0.333,1,0
BATF,0.000535022,0.38342542,0.338,0.345,1,0
COG3,0.000541688,0.371634265,0.314,0.325,1,0
